Quarter,Country,Ship,Gear,SweepLngt,HaulNo,Year,TotalNo,Sci_name,Month,Day,DayNight,ShootLat,ShootLong,Depth,HaulVal,DataType,GRIDID
1,FRA,THA2  ,GOV   ,50,10,2002,4,Trachurus trachurus,2,5,D ,54.0667,4.15,41,V   ,C ,323
1,SCO,SCO3  ,GOV   ,60,32,2002,8,Trachurus trachurus,1,28,D ,59.6533,-0.8533,129,V   ,C ,687
1,SCO,SCO3  ,GOV   ,60,3,2002,3,Trachurus trachurus,1,19,D ,56.6095,-1.606,58,V   ,C ,481
1,ENG,CIR   ,GOV   ,50,4,2002,4,Trachurus trachurus,2,4,D ,52.8,2.7333,41,V   ,C ,218
1,FRA,THA2  ,GOV   ,50,62,2002,2,Trachurus trachurus,2,22,D ,55.0333,0.45,81,V   ,C ,383
1,SWE,ARG   ,GOV   ,60,19,2002,16,Trachurus trachurus,1,29,D ,56.4368,11.0868,19,V   ,C ,473
1,SWE,ARG   ,GOV   ,110,27,2002,2,Trachurus trachurus,1,31,D ,57.9667,9.8335,103,V   ,C ,572
1,SWE,ARG   ,GOV   ,110,7,2002,2,Trachurus trachurus,1,23,D ,58.3378,10.8488,135,V   ,C ,608
1,SWE,ARG   ,GOV   ,110,5,2002,2,Trachurus trachurus,1,22,D ,58.5343,10.8477,94,V   ,C ,642
1,SWE,ARG   ,GOV   ,60,14,2002,2,Trachurus trachurus,1,24,D ,57.7645,8.7438,217,V   ,C ,570
1,SCO,SCO3  ,GOV   ,60,31,2002,2,Trachurus trachurus,1,28,D ,59.2233,-0.8488,135,V   ,C ,653
1,SCO,SCO3  ,GOV   ,60,15,2009,2,Trachurus trachurus,1,31,D ,57.9282,-3.293,60,V   ,C ,546
1,SCO,SCO3  ,GOV   ,60,52,2009,4,Trachurus trachurus,2,15,D ,56.5793,1.1577,90,V   ,C ,487
1,FRA,THA2  ,GOV   ,50,10,2009,56,Trachurus trachurus,1,20,D ,50.8617,1.3472,32,V   ,C ,79
1,FRA,THA2  ,GOV   ,50,11,2009,4,Trachurus trachurus,1,20,D ,50.3832,0.7857,39,V   ,C ,44
1,FRA,THA2  ,GOV   ,50,12,2009,104,Trachurus trachurus,1,20,D ,50.3101,0.453,47,V   ,C ,43
1,FRA,THA2  ,GOV   ,50,13,2009,6,Trachurus trachurus,1,21,D ,49.9796,0.7928,31,V   ,C ,10
1,NOR,58G2  ,GOV   ,-9,65,2009,2,Trachurus trachurus,2,19,D ,57.09,3.1333,66,V   ,C ,525
1,SCO,SCO3  ,GOV   ,60,17,2009,8,Trachurus trachurus,2,1,D ,58.8762,-3.8183,100,V   ,C ,613
1,SCO,SCO3  ,GOV   ,60,35,2009,10,Trachurus trachurus,2,9,D ,57.7835,-0.906,94,V   ,C ,551
1,GFR,WAH3  ,GOV   ,100,20,2009,6,Trachurus trachurus,1,29,D ,57.5583,1.1532,92,V   ,C ,555
1,GFR,WAH3  ,GOV   ,100,21,2009,10,Trachurus trachurus,1,29,D ,57.3353,0.8952,95,V   ,C ,520
1,FRA,THA2  ,GOV   ,50,25,2009,10,Trachurus trachurus,1,25,D ,53.9514,1.2636,41,V   ,C ,283
1,FRA,THA2  ,GOV   ,50,26,2009,54,Trachurus trachurus,1,26,D ,54.4136,0.3041,67,V   ,C ,315
1,FRA,THA2  ,GOV   ,50,27,2009,12,Trachurus trachurus,1,26,D ,54.8017,0.4034,83,V   ,C ,349
1,FRA,THA2  ,GOV   ,50,28,2009,12,Trachurus trachurus,1,26,D ,54.9096,-0.2166,88,V   ,C ,348
1,FRA,THA2  ,GOV   ,50,29,2009,6,Trachurus trachurus,1,26,D ,55.0742,0.2512,86,V   ,C ,383
1,FRA,THA2  ,GOV   ,50,30,2009,16,Trachurus trachurus,1,27,D ,55.379,-0.3458,68,V   ,C ,382
1,FRA,THA2  ,GOV   ,50,31,2009,8,Trachurus trachurus,1,27,D ,55.4207,-1.0721,99,V   ,C ,380
1,FRA,THA2  ,GOV   ,50,32,2009,8,Trachurus trachurus,1,27,D ,55.5882,-0.803,99,V   ,C ,415
1,FRA,THA2  ,GOV   ,50,33,2009,2,Trachurus trachurus,1,27,D ,55.6444,-1.1283,95,V   ,C ,414
1,FRA,THA2  ,GOV   ,50,34,2009,27,Trachurus trachurus,1,28,D ,54.422,1.5167,59,V   ,C ,318
1,FRA,THA2  ,GOV   ,50,35,2009,2,Trachurus trachurus,1,28,D ,54.5824,1.9468,23,V   ,C ,352
1,FRA,THA2  ,GOV   ,50,36,2009,6,Trachurus trachurus,1,28,D ,54.5761,2.5583,22,V   ,C ,354
1,FRA,THA2  ,GOV   ,50,39,2009,93,Trachurus trachurus,1,29,D ,54.0935,2.3557,70,V   ,C ,319
1,SCO,SCO3  ,GOV   ,60,18,2009,2,Trachurus trachurus,2,1,D ,59.251,-3.4848,100,V   ,C ,648
1,SCO,SCO3  ,GOV   ,60,36,2009,6,Trachurus trachurus,2,9,D ,58.0862,-1.138,111,V   ,C ,584
1,FRA,THA2  ,GOV   ,50,44,2009,2,Trachurus trachurus,2,1,D ,54.1956,3.2361,43,V   ,C ,321
1,FRA,THA2  ,GOV   ,50,45,2009,8,Trachurus trachurus,2,2,D ,54.6874,4.6437,48,V   ,C ,358
1,GFR,WAH3  ,GOV   ,100,36,2009,2,Trachurus trachurus,2,3,D ,58.4912,0.0577,146,V   ,C ,587
1,FRA,THA2  ,GOV   ,50,52,2009,6,Trachurus trachurus,2,4,D ,55.131,5.1652,41,V   ,C ,393
1,SCO,SCO3  ,GOV   ,60,19,2009,4,Trachurus trachurus,2,2,D ,59.826,-2.5417,85,V   ,C ,683
1,GFR,WAH3  ,GOV   ,100,22,2009,20,Trachurus trachurus,1,29,D ,57.5797,0.5873,89,V   ,C ,554
1,SCO,SCO3  ,GOV   ,60,37,2009,4,Trachurus trachurus,2,9,D ,58.3943,-0.8668,108,V   ,C ,585
1,FRA,THA2  ,GOV   ,50,66,2009,11,Trachurus trachurus,2,8,D ,55.0345,4.087,49,V   ,C ,391
1,FRA,THA2  ,GOV   ,50,68,2009,3,Trachurus trachurus,2,9,D ,54.8047,3.8801,49,V   ,C ,356
1,GFR,WAH3  ,GOV   ,100,37,2009,14,Trachurus trachurus,2,4,D ,58.3247,-1.4303,90,V   ,C ,584
1,GFR,WAH3  ,GOV   ,100,12,2009,4,Trachurus trachurus,1,26,D ,55.7003,1.6782,79,V   ,C ,420
1,GFR,WAH3  ,GOV   ,100,13,2009,10,Trachurus trachurus,1,27,D ,55.8997,0.5865,82,V   ,C ,418
1,GFR,WAH3  ,GOV   ,50,2,2009,2,Trachurus trachurus,1,24,D ,54.9025,7.0228,29,V   ,C ,363
1,FRA,THA2  ,GOV   ,50,78,2009,2,Trachurus trachurus,2,12,D ,51.6825,2.1433,49,V   ,C ,149
1,SWE,ARG   ,GOV   ,110,9,2009,2,Trachurus trachurus,1,21,D ,58.0292,9.8629,150,V   ,C ,606
1,GFR,WAH3  ,GOV   ,50,3,2009,6,Trachurus trachurus,1,24,D ,55.2073,6.985,37,V   ,C ,396
1,SWE,ARG   ,GOV   ,110,14,2009,4,Trachurus trachurus,1,22,D ,58.593,10.9038,74,V   ,C ,642
1,SWE,ARG   ,GOV   ,110,15,2009,4,Trachurus trachurus,1,22,D ,58.5348,10.8442,94,V   ,C ,642
1,SCO,SCO3  ,GOV   ,60,39,2009,2,Trachurus trachurus,2,10,D ,59.2683,-1.4987,102,V   ,C ,652
1,GFR,WAH3  ,GOV   ,100,27,2009,8,Trachurus trachurus,2,1,D ,58.8438,-2.3682,83,V   ,C ,616
1,GFR,WAH3  ,GOV   ,100,14,2009,22,Trachurus trachurus,1,27,D ,56.2503,1.4848,85,V   ,C ,453
1,GFR,WAH3  ,GOV   ,50,4,2009,2,Trachurus trachurus,1,24,D ,55.1117,7.4508,22,V   ,C ,397
1,FRA,THA2  ,GOV   ,50,2,2009,6,Trachurus trachurus,1,17,D ,50.1058,0.5608,37,V   ,C ,44
1,FRA,THA2  ,GOV   ,50,9,2009,8,Trachurus trachurus,1,19,D ,50.5632,0.7227,47,V   ,C ,78
1,GFR,WAH3  ,GOV   ,50,9,2009,2,Trachurus trachurus,1,26,D ,55.366,1.6922,49,V   ,C ,386
1,GFR,WAH3  ,GOV   ,100,59,2009,2,Trachurus trachurus,2,12,D ,61.0638,2.4402,168,V   ,C ,795
1,GFR,WAH3  ,GOV   ,100,60,2009,2,Trachurus trachurus,2,12,D ,61.2505,1.3382,155,V   ,C ,793
1,GFR,WAH3  ,GOV   ,100,68,2009,2,Trachurus trachurus,2,15,D ,59.7095,-0.523,139,V   ,C ,687
1,GFR,WAH3  ,GOV   ,100,38,2009,8,Trachurus trachurus,2,4,D ,58.121,-0.7207,108,V   ,C ,585
1,GFR,WAH3  ,GOV   ,100,55,2009,2,Trachurus trachurus,2,10,D ,60.7065,2.6293,121,V   ,C ,762
1,GFR,WAH3  ,GOV   ,100,66,2009,2,Trachurus trachurus,2,14,D ,60.6838,0.8143,153,V   ,C ,758
1,GFR,WAH3  ,GOV   ,100,17,2009,8,Trachurus trachurus,1,28,D ,56.6825,0.7828,89,V   ,C ,486
1,GFR,WAH3  ,GOV   ,100,18,2009,6,Trachurus trachurus,1,28,D ,56.7737,1.33,96,V   ,C ,487
1,GFR,WAH3  ,GOV   ,100,19,2009,10,Trachurus trachurus,1,28,D ,57.0338,1.1853,88,V   ,C ,521
1,GFR,WAH3  ,GOV   ,100,40,2009,8,Trachurus trachurus,2,4,D ,57.846,-1.1878,109,V   ,C ,550
1,GFR,WAH3  ,GOV   ,100,41,2009,2,Trachurus trachurus,2,7,D ,58.6213,1.6528,120,V   ,C ,624
1,SCO,SCO3  ,GOV   ,60,46,2009,3,Trachurus trachurus,2,13,D ,56.2162,-1.438,60,V   ,C ,448
1,GFR,WAH3  ,GOV   ,100,15,2009,4,Trachurus trachurus,1,27,D ,56.2677,2.1692,83,V   ,C ,455
1,GFR,WAH3  ,GOV   ,100,16,2009,6,Trachurus trachurus,1,28,D ,56.1772,0.5873,94,V   ,C ,452
1,SCO,SCO3  ,GOV   ,60,4,2009,4,Trachurus trachurus,1,27,D ,57.4503,3.4988,66,V   ,C ,525
1,SCO,SCO3  ,GOV   ,60,5,2009,2,Trachurus trachurus,1,28,D ,57.6665,3.5717,68,V   ,C ,560
1,SCO,SCO3  ,GOV   ,60,3,2009,2,Trachurus trachurus,1,27,D ,57.2857,2.5472,84,V   ,C ,524
1,SWE,ARG   ,GOV   ,110,17,2009,2,Trachurus trachurus,1,22,D ,58.3261,10.9973,105,V   ,C ,608
1,SCO,SCO3  ,GOV   ,60,21,2009,8,Trachurus trachurus,2,2,D ,60.0177,-1.5788,131,V   ,C ,719
1,SCO,SCO3  ,GOV   ,60,26,2009,2,Trachurus trachurus,2,4,D ,60.1027,-0.346,146,V   ,C ,722
1,SWE,ARG   ,GOV   ,60,18,2009,12,Trachurus trachurus,1,23,D ,57.3465,11.5883,62,V   ,C ,542
1,NOR,58G2  ,GOV   ,-9,40,2009,1.94,Trachurus trachurus,2,9,D ,61.0483,2.4617,162,V   ,C ,795
1,SWE,ARG   ,GOV   ,60,30,2009,18,Trachurus trachurus,1,29,D ,56.2178,10.9631,21,V   ,C ,472
1,SWE,ARG   ,GOV   ,60,31,2009,12,Trachurus trachurus,1,29,D ,56.451,11.0862,18,V   ,C ,473
1,SWE,ARG   ,GOV   ,60,32,2009,378.76,Trachurus trachurus,1,29,D ,56.3502,11.9161,31,V   ,C ,474
1,SWE,ARG   ,GOV   ,60,33,2009,176.67,Trachurus trachurus,1,29,D ,56.5964,11.8243,34,V   ,C ,508
1,SWE,ARG   ,GOV   ,60,47,2009,2,Trachurus trachurus,2,5,D ,56.817,12.2141,39,V   ,C ,509
1,SWE,ARG   ,GOV   ,60,39,2009,4,Trachurus trachurus,2,3,D ,57.1319,11.8491,54,V   ,C ,542
1,SCO,SCO3  ,GOV   ,60,22,2009,2,Trachurus trachurus,2,3,D ,60.9382,-1.8555,136,V   ,C ,753
1,SCO,SCO3  ,GOV   ,60,40,2009,10,Trachurus trachurus,2,10,D ,58.7503,-1.6808,100,V   ,C ,617
1,SWE,ARG   ,GOV   ,110,40,2009,4,Trachurus trachurus,2,3,D ,57.205,11.6604,74,V   ,C ,542
1,SCO,SCO3  ,GOV   ,60,28,2009,2,Trachurus trachurus,2,5,D ,59.0823,-0.8467,130,V   ,C ,653
1,SWE,ARG   ,GOV   ,60,41,2009,8,Trachurus trachurus,2,3,D ,56.9476,11.67,58,V   ,C ,508
1,SCO,SCO3  ,GOV   ,60,43,2009,2,Trachurus trachurus,2,12,D ,56.7217,-2.2258,58,V   ,C ,480
1,SWE,ARG   ,GOV   ,60,44,2009,18,Trachurus trachurus,2,4,D ,56.3936,12.2564,33,V   ,C ,475
1,SWE,ARG   ,GOV   ,60,45,2009,93.63,Trachurus trachurus,2,5,D ,56.3393,12.6041,23,V   ,C ,476
1,SCO,SCO3  ,GOV   ,60,23,2009,2,Trachurus trachurus,2,3,D ,61.0483,-1.199,134,V   ,C ,788
1,GFR,WAH3  ,GOV   ,100,28,2009,14,Trachurus trachurus,2,1,D ,58.9292,-1.8915,94,V   ,C ,617
1,SCO,SCO3  ,GOV   ,60,1,2009,4,Trachurus trachurus,1,26,D ,57.0793,-1.8567,90,V   ,C ,515
1,GFR,WAH3  ,GOV   ,100,39,2009,12,Trachurus trachurus,2,4,D ,57.9357,-0.7608,101,V   ,C ,551
1,SCO,SCO3  ,GOV   ,60,41,2009,8,Trachurus trachurus,2,11,D ,58.826,-2.4042,78,V   ,C ,616
1,SCO,SCO3  ,GOV   ,60,2,2009,4,Trachurus trachurus,1,27,D ,57.3447,1.6053,94,V   ,C ,522
1,SCO,SCO3  ,GOV   ,60,10,2009,2,Trachurus trachurus,1,29,D ,56.767,2.5503,70,V   ,C ,490
1,SCO,SCO3  ,GOV   ,60,11,2009,6,Trachurus trachurus,1,30,D ,57.6697,2.1382,85,V   ,C ,557
1,SCO,SCO3  ,GOV   ,60,13,2009,16,Trachurus trachurus,1,30,D ,57.6272,0.7917,111,V   ,C ,554
1,SCO,SCO3  ,GOV   ,60,47,2009,4,Trachurus trachurus,2,13,D ,56.303,-0.9675,73,V   ,C ,449
1,SCO,SCO3  ,GOV   ,60,48,2009,4,Trachurus trachurus,2,13,D ,56.7685,-0.2955,83,V   ,C ,484
1,SCO,SCO3  ,GOV   ,60,49,2009,4,Trachurus trachurus,2,14,D ,57.354,-0.6612,65,V   ,C ,517
1,SCO,SCO3  ,GOV   ,60,50,2009,2,Trachurus trachurus,2,14,D ,57.2168,0.1845,80,V   ,C ,519
1,SCO,SCO3  ,GOV   ,60,51,2009,4,Trachurus trachurus,2,14,D ,56.812,0.3812,82,V   ,C ,485
1,GFR,WAH3  ,GOV   ,100,32,2009,10,Trachurus trachurus,2,2,D ,59.5485,-1.2343,109,V   ,C ,686
1,SWE,ARG   ,GOV   ,110,14,2010,2,Trachurus trachurus,1,28,D ,57.1853,11.6601,72,V   ,C ,542
1,GFR,WAH3  ,GOV   ,100,31,2010,2,Trachurus trachurus,2,1,D ,58.779,1.1478,112,V   ,C ,623
1,SCO,SCO3  ,GOV   ,60,49,2010,8,Trachurus trachurus,2,14,D ,59.7765,-0.4552,145,V   ,C ,688
1,FRA,THA2  ,GOV   ,50,29,2010,18,Trachurus trachurus,1,24,D ,51.2599,1.7173,43,V   ,C ,114
1,FRA,THA2  ,GOV   ,50,86,2010,64,Trachurus trachurus,2,11,D ,55.9381,-1.1356,81,V   ,C ,414
1,FRA,THA2  ,GOV   ,50,12,2010,358,Trachurus trachurus,1,19,D ,50.2175,0.2508,41,V   ,C ,43
1,GFR,WAH3  ,GOV   ,100,43,2010,4,Trachurus trachurus,2,7,D ,61.247,0.6115,164,V   ,C ,792
1,GFR,WAH3  ,GOV   ,100,18,2010,6,Trachurus trachurus,1,27,D ,56.7783,1.4197,97,V   ,C ,487
1,GFR,WAH3  ,GOV   ,100,44,2010,6,Trachurus trachurus,2,7,D ,61.2493,1.268,154,V   ,C ,793
1,GFR,WAH3  ,GOV   ,100,53,2010,6,Trachurus trachurus,2,10,D ,60.0408,0.3382,133,V   ,C ,723
1,GFR,WAH3  ,GOV   ,100,61,2010,16,Trachurus trachurus,2,12,D ,59.218,-0.5102,143,V   ,C ,653
1,SCO,SCO3  ,GOV   ,60,3,2010,38,Trachurus trachurus,1,28,D ,56.6577,-1.6127,61,V   ,C ,481
1,SCO,SCO3  ,GOV   ,60,15,2010,4,Trachurus trachurus,2,2,D ,57.6737,1.3582,91,V   ,C ,555
1,SCO,SCO3  ,GOV   ,60,23,2010,30,Trachurus trachurus,2,4,D ,57.8032,-0.899,97,V   ,C ,551
1,SCO,SCO3  ,GOV   ,60,38,2010,12,Trachurus trachurus,2,11,D ,59.9652,-1.5632,127,V   ,C ,685
1,SCO,SCO3  ,GOV   ,60,50,2010,28,Trachurus trachurus,2,14,D ,59.2682,-1.5005,104,V   ,C ,651
1,FRA,THA2  ,GOV   ,50,87,2010,6,Trachurus trachurus,2,11,D ,56.2076,-1.4933,61,V   ,C ,448
1,SWE,ARG   ,GOV   ,60,15,2010,156,Trachurus trachurus,1,29,D ,57.4434,10.8319,40,V   ,C ,540
1,FRA,THA2  ,GOV   ,50,89,2010,14,Trachurus trachurus,2,12,D ,55.3775,-0.3696,69,V   ,C ,382
1,GFR,WAH3  ,GOV   ,100,32,2010,8,Trachurus trachurus,2,1,D ,59.2282,1.5087,115,V   ,C ,658
1,SCO,SCO3  ,GOV   ,60,5,2010,10,Trachurus trachurus,1,29,D ,56.2125,-1.484,61,V   ,C ,448
1,SCO,SCO3  ,GOV   ,60,17,2010,2,Trachurus trachurus,2,3,D ,58.3508,0.4645,150,V   ,C ,587
1,FRA,THA2  ,GOV   ,50,17,2010,166,Trachurus trachurus,1,21,D ,50.5628,0.6785,42,V   ,C ,78
1,FRA,THA2  ,GOV   ,50,30,2010,2,Trachurus trachurus,1,24,D ,51.5218,1.7569,39,V   ,C ,148
1,SCO,SCO3  ,GOV   ,60,4,2010,4,Trachurus trachurus,1,28,D ,56.2937,-2.1553,59,V   ,C ,446
1,SCO,SCO3  ,GOV   ,60,16,2010,12,Trachurus trachurus,2,2,D ,57.6022,0.8083,111,V   ,C ,554
1,SCO,SCO3  ,GOV   ,60,24,2010,12,Trachurus trachurus,2,5,D ,57.496,-1.3913,105,V   ,C ,516
1,SCO,SCO3  ,GOV   ,60,39,2010,52,Trachurus trachurus,2,11,D ,60.0188,-1.5397,138,V   ,C ,719
1,SCO,SCO3  ,GOV   ,60,41,2010,2,Trachurus trachurus,2,11,D ,60.3233,-2.7313,186,V   ,C ,717
1,GFR,WAH3  ,GOV   ,100,20,2010,14,Trachurus trachurus,1,28,D ,57.305,0.6537,88,V   ,C ,520
1,GFR,WAH3  ,GOV   ,100,33,2010,10,Trachurus trachurus,2,2,D ,58.8677,3.2703,123,V   ,C ,627
1,FRA,THA2  ,GOV   ,50,88,2010,4,Trachurus trachurus,2,12,D ,55.4277,-1.0663,101,V   ,C ,380
1,GFR,WAH3  ,GOV   ,100,46,2010,54,Trachurus trachurus,2,8,D ,61.1807,-1.1327,158,V   ,C ,788
1,FRA,THA2  ,GOV   ,50,18,2010,22,Trachurus trachurus,1,21,D ,50.6622,1.0126,45,V   ,C ,79
1,GFR,WAH3  ,GOV   ,100,19,2010,22,Trachurus trachurus,1,28,D ,57.3682,1.1428,97,V   ,C ,521
1,GFR,WAH3  ,GOV   ,100,55,2010,10,Trachurus trachurus,2,10,D ,59.743,-0.4787,139,V   ,C ,688
1,GFR,WAH3  ,GOV   ,100,45,2010,10,Trachurus trachurus,2,7,D ,60.626,1.5158,137,V   ,C ,760
1,GFR,WAH3  ,GOV   ,100,63,2010,14,Trachurus trachurus,2,13,D ,57.847,-1.2552,109,V   ,C ,550
1,GFR,WAH3  ,GOV   ,100,54,2010,6,Trachurus trachurus,2,10,D ,60.0503,-0.3278,134,V   ,C ,722
1,GFR,WAH3  ,GOV   ,100,62,2010,24,Trachurus trachurus,2,12,D ,58.824,-0.6067,134,V   ,C ,619
1,GFR,WAH3  ,GOV   ,50,9,2010,2,Trachurus trachurus,1,25,D ,55.6202,2.7403,62,V   ,C ,422
1,FRA,THA2  ,GOV   ,50,31,2010,24,Trachurus trachurus,1,24,D ,51.6642,2.1518,50,V   ,C ,149
1,SWE,ARG   ,GOV   ,60,17,2010,4,Trachurus trachurus,2,1,D ,57.3384,11.5635,63,V   ,C ,542
1,SWE,ARG   ,GOV   ,60,9,2010,17,Trachurus trachurus,1,27,D ,56.3422,12.6012,23,V   ,C ,476
1,GFR,WAH3  ,GOV   ,100,34,2010,16,Trachurus trachurus,2,2,D ,59.1368,3.127,152,V   ,C ,661
1,FRA,THA2  ,GOV   ,50,19,2010,2,Trachurus trachurus,1,21,D ,50.8416,1.3341,33,V   ,C ,79
1,FRA,THA2  ,GOV   ,50,32,2010,2,Trachurus trachurus,1,25,D ,52.6663,2.3282,52,V   ,C ,217
1,FRA,THA2  ,GOV   ,50,52,2010,42,Trachurus trachurus,1,31,D ,52.6736,3.4222,30,V   ,C ,219
1,SCO,SCO3  ,GOV   ,60,54,2010,10,Trachurus trachurus,2,16,D ,59.2477,-2.1853,76,V   ,C ,650
1,SCO,SCO3  ,GOV   ,60,42,2010,12,Trachurus trachurus,2,12,D ,60.5672,-2.2685,159,V   ,C ,752
1,SCO,SCO3  ,GOV   ,60,43,2010,26,Trachurus trachurus,2,12,D ,60.9037,-1.9002,139,V   ,C ,753
1,FRA,THA2  ,GOV   ,50,80,2010,6,Trachurus trachurus,2,10,D ,56.2529,1.5027,85,V   ,C ,454
1,SCO,SCO3  ,GOV   ,60,53,2010,24,Trachurus trachurus,2,15,D ,58.7522,-1.6195,108,V   ,C ,617
1,FRA,THA2  ,GOV   ,50,24,2010,4,Trachurus trachurus,1,22,D ,50.6195,0.137,54,V   ,C ,77
1,SCO,SCO3  ,GOV   ,60,19,2010,2,Trachurus trachurus,2,3,D ,58.655,1.1465,118,V   ,C ,623
1,SCO,SCO3  ,GOV   ,60,21,2010,176,Trachurus trachurus,2,4,D ,58.4305,-0.8078,108,V   ,C ,585
1,FRA,THA2  ,GOV   ,50,82,2010,17,Trachurus trachurus,2,10,D ,55.8153,0.5048,85,V   ,C ,418
1,FRA,THA2  ,GOV   ,50,83,2010,8,Trachurus trachurus,2,10,D ,56.1276,0.4899,90,V   ,C ,451
1,SCO,SCO3  ,GOV   ,60,31,2010,4,Trachurus trachurus,2,9,D ,58.6138,-3.8153,59,V   ,C ,613
1,SCO,SCO3  ,GOV   ,60,32,2010,6,Trachurus trachurus,2,9,D ,58.8482,-3.7903,104,V   ,C ,613
1,FRA,THA2  ,GOV   ,50,34,2010,22,Trachurus trachurus,1,25,D ,52.2423,2.3608,44,V   ,C ,183
1,SCO,SCO3  ,GOV   ,60,6,2010,30,Trachurus trachurus,1,29,D ,56.288,-0.9817,74,V   ,C ,449
1,SCO,SCO3  ,GOV   ,60,7,2010,18,Trachurus trachurus,1,30,D ,56.7703,-0.2955,81,V   ,C ,484
1,SCO,SCO3  ,GOV   ,60,1,2010,4,Trachurus trachurus,1,27,D ,57.0563,-1.8268,105,V   ,C ,515
1,SCO,SCO3  ,GOV   ,60,44,2010,20,Trachurus trachurus,2,12,D ,60.902,-1.3815,126,V   ,C ,754
1,SCO,SCO3  ,GOV   ,60,18,2010,4,Trachurus trachurus,2,3,D ,58.4137,1.0245,133,V   ,C ,589
1,SCO,SCO3  ,GOV   ,60,46,2010,4,Trachurus trachurus,2,13,D ,61.1102,-0.6813,140,V   ,C ,789
1,SCO,SCO3  ,GOV   ,60,48,2010,10,Trachurus trachurus,2,14,D ,60.1282,-0.3022,150,V   ,C ,722
1,SCO,SCO3  ,GOV   ,60,45,2010,110,Trachurus trachurus,2,13,D ,61.0247,-1.2438,141,V   ,C ,788
1,SCO,SCO3  ,GOV   ,60,8,2010,26,Trachurus trachurus,1,30,D ,56.7995,0.396,84,V   ,C ,485
1,SCO,SCO3  ,GOV   ,60,9,2010,10,Trachurus trachurus,1,30,D ,56.5613,1.1585,89,V   ,C ,487
1,GFR,WAH3  ,GOV   ,100,65,2010,92,Trachurus trachurus,2,13,D ,58.1027,-0.6555,110,V   ,C ,585
1,GFR,WAH3  ,GOV   ,100,66,2010,28,Trachurus trachurus,2,13,D ,58.324,-1.3463,88,V   ,C ,584
1,GFR,WAH3  ,GOV   ,100,67,2010,12642,Trachurus trachurus,2,14,D ,58.9628,-1.8365,94,V   ,C ,617
1,GFR,WAH3  ,GOV   ,100,48,2010,18,Trachurus trachurus,2,8,D ,60.7335,-0.6218,116,V   ,C ,755
1,GFR,WAH3  ,GOV   ,100,56,2010,10,Trachurus trachurus,2,11,D ,59.0563,-2.176,86,V   ,C ,650
1,GFR,WAH3  ,GOV   ,100,57,2010,32,Trachurus trachurus,2,11,D ,59.5807,-1.2497,109,V   ,C ,686
1,GFR,WAH3  ,GOV   ,100,64,2010,70,Trachurus trachurus,2,13,D ,57.92,-0.8103,103,V   ,C ,551
1,GFR,WAH3  ,GOV   ,100,37,2010,18,Trachurus trachurus,2,3,D ,59.708,3.195,157,V   ,C ,695
1,SCO,SCO3  ,GOV   ,60,13,2010,2,Trachurus trachurus,2,1,D ,57.3293,2.674,79,V   ,C ,524
1,SCO,SCO3  ,GOV   ,60,12,2010,2,Trachurus trachurus,2,1,D ,57.668,2.1422,86,V   ,C ,557
1,GFR,WAH3  ,GOV   ,50,69,2010,2,Trachurus trachurus,2,14,D ,58.356,-2.566,58,V   ,C ,581
1,GFR,WAH3  ,GOV   ,100,49,2010,4,Trachurus trachurus,2,9,D ,60.6792,0.8945,154,V   ,C ,758
1,GFR,WAH3  ,GOV   ,100,50,2010,4,Trachurus trachurus,2,9,D ,60.2655,1.4153,123,V   ,C ,725
1,GFR,WAH3  ,GOV   ,100,51,2010,2,Trachurus trachurus,2,9,D ,59.7843,1.3798,113,V   ,C ,691
1,GFR,WAH3  ,GOV   ,100,40,2010,138,Trachurus trachurus,2,6,D ,61.0965,2.3958,171,V   ,C ,795
1,GFR,WAH3  ,GOV   ,100,58,2010,38,Trachurus trachurus,2,11,D ,59.137,-1.13,122,V   ,C ,652
1,GFR,WAH3  ,GOV   ,100,59,2010,8,Trachurus trachurus,2,12,D ,58.8707,0.2695,140,V   ,C ,621
1,SWE,ARG   ,GOV   ,110,18,2010,22,Trachurus trachurus,2,1,D ,57.187,11.443,67,V   ,C ,541
1,SWE,ARG   ,GOV   ,60,20,2010,12,Trachurus trachurus,2,2,D ,56.8372,12.2386,38,V   ,C ,509
1,GFR,WAH3  ,GOV   ,100,15,2010,26,Trachurus trachurus,1,26,D ,55.8928,0.5992,84,V   ,C ,418
1,GFR,WAH3  ,GOV   ,100,22,2010,2,Trachurus trachurus,1,29,D ,57.8482,1.2938,94,V   ,C ,555
1,GFR,WAH3  ,GOV   ,100,24,2010,66,Trachurus trachurus,1,30,D ,58.25,4.3162,166,V   ,C ,595
1,GFR,WAH3  ,GOV   ,100,30,2010,4,Trachurus trachurus,2,1,D ,58.3783,0.6532,149,V   ,C ,588
1,GFR,WAH3  ,GOV   ,100,36,2010,6,Trachurus trachurus,2,3,D ,59.6768,2.7758,119,V   ,C ,694
1,GFR,WAH3  ,GOV   ,100,47,2010,40,Trachurus trachurus,2,8,D ,61.1472,-0.5403,152,V   ,C ,789
1,GFR,WAH3  ,GOV   ,100,21,2010,14,Trachurus trachurus,1,29,D ,57.7503,0.5715,105,V   ,C ,554
1,SWE,ARG   ,GOV   ,110,23,2010,2,Trachurus trachurus,2,3,D ,58.6338,10.8391,82,V   ,C ,642
