group,subgroup,species,min_depth,max_depth,location,longitude,latitude,survey_min,survey_max,season,ref_id,ref_W_to_E,total.hauls,count,std_min_depth,std_max_depth,std_log_min_depth,std_log_max_depth,BO_sstmean,BO_sstmax,BO_sstmin,BO_sstrange,BO_salinity,BO_chlomean,btemp,min_com_depth,max_com_depth,mean_com_depth,liter_d_range,grossaff,grossaff_range
chordata,fish,Scorpaena elongata,189,189,balearic islands,3.4,40,44,745,spring,10,2,88,6,91.16666667,-191.1666667,1.012527487,-0.633088781,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,75,800,437.5,725,25.87,13.13
chordata,fish,Scorpaena elongata,200,570,levant,34.5,31.9,200,570,aut,12,11,298,6,102.1666667,189.8333333,1.069097839,0.470800565,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,75,800,437.5,725,25.87,13.13
chordata,fish,Scorpaena elongata,16,383,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-81.83333333,2.833333333,-1.456630805,0.073199193,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,75,800,437.5,725,25.87,13.13
chordata,fish,Scorpaena loppei,47,172.28,spain,1,39,25,800,spr/sum,1,1,1600,3,6.333333333,78.18666667,0.164145111,0.838339368,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,50,200,125,150,17.82,8.15
chordata,fish,Scorpaena loppei,45,80,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,3,4.333333333,-14.09333333,0.120659999,0.071244942,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,50,200,125,150,17.82,8.15
chordata,fish,Scorpaena loppei,30,30,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-10.66666667,-64.09333333,-0.284805109,-0.909584311,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,50,200,125,150,17.82,8.15
chordata,fish,Scorpaena notata,79,79,malta,14.8,35.9,0,687,spr/sum,3,5,86,7,9.142857143,-145.4285714,0.4025823,-0.766034351,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,10,700,355,690,17.47,5.28
chordata,fish,Scorpaena notata,26,418,spain,1,39,25,800,spr/sum,1,1,1600,7,-43.85714286,193.5714286,-0.708769014,0.899999229,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,10,700,355,690,17.47,5.28
chordata,fish,Scorpaena notata,47,82,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,7,-22.85714286,-142.4285714,-0.11671795,-0.728762956,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,10,700,355,690,17.47,5.28
chordata,fish,Scorpaena notata,44,139,balearic islands,3.4,40,44,745,spring,10,2,88,7,-25.85714286,-85.42857143,-0.182675918,-0.20100827,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,10,700,355,690,17.47,5.28
chordata,fish,Scorpaena notata,75,98,N aegean,26,40.5,63,401,all,8,10,24,7,5.142857143,-126.4285714,0.350622562,-0.550514725,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,10,700,355,690,17.47,5.28
chordata,fish,Scorpaena notata,200,200,levant,34.5,31.9,200,570,aut,12,11,298,7,130.1428571,-24.42857143,1.331451815,0.162835163,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,10,700,355,690,17.47,5.28
chordata,fish,Scorpaena notata,18,555,Ionian,17.5,38.5,10,4000,all,9,6,1841,7,-51.85714286,330.5714286,-1.076493794,1.18348591,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,10,700,355,690,17.47,5.28
chordata,fish,Scorpaena porcus,75,81,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,37.16666667,-112.3333333,0.948167632,-0.542055434,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,1,800,400.5,799,18.27,10.21
chordata,fish,Scorpaena porcus,27,263,spain,1,39,25,800,spr/sum,1,1,1600,6,-10.83333333,69.66666667,-0.073483616,0.635649443,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,800,400.5,799,18.27,10.21
chordata,fish,Scorpaena porcus,10,80,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,6,-27.83333333,-113.3333333,-1.066735389,-0.554477954,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,1,800,400.5,799,18.27,10.21
chordata,fish,Scorpaena porcus,53,160,balearic islands,3.4,40,44,745,spring,10,2,88,6,15.16666667,-33.33333333,0.600971432,0.138669227,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,1,800,400.5,799,18.27,10.21
chordata,fish,Scorpaena porcus,51,51,levant,34.5,31.9,16,570,spr/sum,12,11,298,6,13.16666667,-142.3333333,0.562505151,-1.004678956,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,1,800,400.5,799,18.27,10.21
chordata,fish,Scorpaena porcus,11,525,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-26.83333333,331.6666667,-0.971425209,1.326893674,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,800,400.5,799,18.27,10.21
chordata,fish,Scorpaena scrofa,128,455,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,69.58333333,202.56,1.04866609,0.766203129,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,20,500,260,480,17.93,8.1
chordata,fish,Scorpaena scrofa,27,159.14,spain,1,39,25,800,spr/sum,1,1,1600,6,-31.41666667,-93.3,-0.507527308,-0.284309972,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,20,500,260,480,17.93,8.1
chordata,fish,Scorpaena scrofa,62,283,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,6,3.583333333,30.56,0.323770211,0.291352608,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,20,500,260,480,17.93,8.1
chordata,fish,Scorpaena scrofa,44,139,balearic islands,3.4,40,44,745,spring,10,2,88,6,-14.41666667,-113.44,-0.01917454,-0.419620357,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,20,500,260,480,17.93,8.1
chordata,fish,Scorpaena scrofa,78.5,78.5,levant,34.5,31.9,16,570,spr/sum,12,11,298,6,20.08333333,-173.94,0.55973445,-0.990995665,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,20,500,260,480,17.93,8.1
chordata,fish,Scorpaena scrofa,11,400,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-47.41666667,147.56,-1.405468902,0.637370257,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,20,500,260,480,17.93,8.1
chordata,fish,Scyliorhinus canicula,73,568,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,-6.5,12.83333333,0.235865143,0.052135566,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,10,780,395,770,11.94,10.46
chordata,fish,Scyliorhinus canicula,38,761,spain,1,39,25,800,spr/sum,1,1,1600,6,-41.5,205.8333333,-0.417008138,0.344647505,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,10,780,395,770,11.94,10.46
chordata,fish,Scyliorhinus canicula,239,585,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,6,159.5,29.83333333,1.421869254,0.081625995,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,10,780,395,770,11.94,10.46
chordata,fish,Scyliorhinus canicula,44,400,balearic islands,3.4,40,44,745,spring,10,2,88,6,-35.5,-155.1666667,-0.270404664,-0.298521305,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,10,780,395,770,11.94,10.46
chordata,fish,Scyliorhinus canicula,63,383,N aegean,26,40.5,63,401,all,8,10,24,6,-16.5,-172.1666667,0.088540429,-0.341950863,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,10,780,395,770,11.94,10.46
chordata,fish,Scyliorhinus canicula,20,634,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-59.5,78.83333333,-1.058862024,0.162063102,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,10,780,395,770,11.94,10.46
crustacea,malacostraca,Scyllarides latus,46,705,spain,1,39,25,800,spr/sum,1,1,1600,3,9.666666667,436.6666667,0.277636374,1.879031989,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,4,100,52,96,18.71,11.78
crustacea,malacostraca,Scyllarides latus,23,23,corsica,12,41.5,10,760,spr/sum,14,3,46,3,-13.33333333,-245.3333333,-0.415510806,-1.543671598,19.28058322,25.85475032,13.85058339,12.00416668,37.42674987,0.212500001,14.10588751,4,100,52,96,18.71,11.78
crustacea,malacostraca,Scyllarides latus,40,77,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,3.666666667,-191.3333333,0.137874432,-0.335360392,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,4,100,52,96,18.71,11.78
mollusca,cephalopoda,Sepia elegans,73,304,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,35.66666667,-130,0.829741726,-0.326193673,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,16,500,258,484,18.01,17.93
mollusca,cephalopoda,Sepia elegans,27,427,spain,1,39,25,800,spr/sum,1,1,1600,6,-10.33333333,-7,-0.164880849,0.013562639,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,16,500,258,484,18.01,17.93
mollusca,cephalopoda,Sepia elegans,58,334,balearic islands,3.4,40,44,745,spring,10,2,88,6,20.66666667,-100,0.599725296,-0.232080381,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,16,500,258,484,18.01,17.93
mollusca,cephalopoda,Sepia elegans,31,585,S aegean,25.5,37,16,770,spr/sum,11,9,708,6,-6.333333333,151,-0.02673051,0.328390473,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,16,500,258,484,18.01,17.93
mollusca,cephalopoda,Sepia elegans,21,392,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,6,-16.33333333,-42,-0.416195277,-0.071959534,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,16,500,258,484,18.01,17.93
mollusca,cephalopoda,Sepia elegans,14,562,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-23.33333333,128,-0.821660385,0.288280476,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,16,500,258,484,18.01,17.93
mollusca,cephalopoda,Sepia officinalis,25,142.75,spain,1,39,25,800,spr/sum,1,1,1600,6,-28,-8.041666667,-0.215024281,0.023785991,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,242,121,242,13.63,16.85
mollusca,cephalopoda,Sepia officinalis,44,69,balearic islands,3.4,40,44,745,spring,10,2,88,6,-9,-81.79166667,0.350289528,-0.703202353,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,0,242,121,242,13.63,16.85
mollusca,cephalopoda,Sepia officinalis,16,179,S aegean,25.5,37,16,770,spr/sum,11,9,708,6,-37,28.20833333,-0.661311384,0.250076948,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,0,242,121,242,13.63,16.85
mollusca,cephalopoda,Sepia officinalis,200,200,levant,34.5,31.9,200,570,aut,12,11,298,6,147,49.20833333,1.864417261,0.361008509,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,0,242,121,242,13.63,16.85
mollusca,cephalopoda,Sepia officinalis,21,95,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,6,-32,-55.79166667,-0.389377668,-0.383431966,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,0,242,121,242,13.63,16.85
mollusca,cephalopoda,Sepia officinalis,12,219,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-41,68.20833333,-0.948993456,0.451762872,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,242,121,242,13.63,16.85
mollusca,cephalopoda,Sepia orbignyana,73,455,malta,14.8,35.9,0,687,spr/sum,3,5,86,7,-4.25,8.571428571,0.299188658,0.114732906,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,15,570,292.5,555,14.75,10.49
mollusca,cephalopoda,Sepia orbignyana,47.75,608,spain,1,39,25,800,spr/sum,1,1,1600,7,-29.5,161.5714286,-0.125291717,0.404610369,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,15,570,292.5,555,14.75,10.49
mollusca,cephalopoda,Sepia orbignyana,139,189,balearic islands,3.4,40,44,745,spring,10,2,88,7,61.75,-257.4285714,0.94320315,-0.763817498,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,15,570,292.5,555,14.75,10.49
mollusca,cephalopoda,Sepia orbignyana,30,585,S aegean,25.5,37,16,770,spr/sum,11,9,708,7,-47.25,138.5714286,-0.590073402,0.366047334,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,15,570,292.5,555,14.75,10.49
mollusca,cephalopoda,Sepia orbignyana,200,200,levant,34.5,31.9,200,570,aut,12,11,298,7,122.75,-246.4285714,1.307046583,-0.707247147,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,15,570,292.5,555,14.75,10.49
mollusca,cephalopoda,Sepia orbignyana,39,526,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,7,-38.25,79.57142857,-0.327709137,0.2597367,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,15,570,292.5,555,14.75,10.49
mollusca,cephalopoda,Sepia orbignyana,12,562,Ionian,17.5,38.5,10,4000,all,9,6,1841,7,-65.25,115.5714286,-1.506364134,0.325937337,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,15,570,292.5,555,14.75,10.49
mollusca,cephalopoda,Sepietta neglecta,41,90,spain,1,39,25,800,spr/sum,1,1,1600,3,-26.66666667,-51.66666667,-0.451419258,-0.413875112,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,25,475,250,450,11.18,9.82
mollusca,cephalopoda,Sepietta neglecta,88,163,S aegean,25.5,37,16,770,spr/sum,11,9,708,3,20.33333333,21.33333333,0.31234549,0.180065418,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,25,475,250,450,11.18,9.82
mollusca,cephalopoda,Sepietta neglecta,74,172,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,3,6.333333333,30.33333333,0.139073768,0.233809694,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,25,475,250,450,11.18,9.82
mollusca,cephalopoda,Sepietta oweniana,27,761,spain,1,39,25,800,spr/sum,1,1,1600,5,-61.8,121.4,-0.511522789,0.222612144,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,42,701,371.5,659,13.53,10.7
mollusca,cephalopoda,Sepietta oweniana,47,715,S aegean,25.5,37,16,770,spr/sum,11,9,708,5,-41.8,75.4,0.042787947,0.160261329,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,42,701,371.5,659,13.53,10.7
mollusca,cephalopoda,Sepietta oweniana,320,320,levant,34.5,31.9,200,570,aut,12,11,298,5,231.2,-319.6,1.960961341,-0.643700218,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,42,701,371.5,659,13.53,10.7
mollusca,cephalopoda,Sepietta oweniana,38,800,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,5,-50.8,160.4,-0.169773495,0.272590514,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,42,701,371.5,659,13.53,10.7
mollusca,cephalopoda,Sepietta oweniana,12,602,Ionian,17.5,38.5,10,4000,all,9,6,1841,5,-76.8,-37.6,-1.322453005,-0.011763769,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,42,701,371.5,659,13.53,10.7
mollusca,cephalopoda,Sepiola intermedia,37,90,spain,1,39,25,800,spr/sum,1,1,1600,4,0.75,-104.5,0.167495897,-0.583416509,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,8,200,104,192,19.48,0.82
mollusca,cephalopoda,Sepiola intermedia,60,293,S aegean,25.5,37,16,770,spr/sum,11,9,708,4,23.75,98.5,0.650922546,0.59694643,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,8,200,104,192,19.48,0.82
mollusca,cephalopoda,Sepiola intermedia,36,82,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,4,-0.25,-112.5,0.140096923,-0.676506932,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,8,200,104,192,19.48,0.82
mollusca,cephalopoda,Sepiola intermedia,12,313,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-24.25,118.5,-0.958515366,0.662977011,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,8,200,104,192,19.48,0.82
mollusca,cephalopoda,Sepiola ligulata,83,176,spain,1,39,25,800,spr/sum,1,1,1600,4,14.75,-98,0.343906364,-0.397643028,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,44,380,212,336,19.41,0.15
mollusca,cephalopoda,Sepiola ligulata,84,216,S aegean,25.5,37,16,770,spr/sum,11,9,708,4,15.75,-58,0.355882555,-0.192848615,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,44,380,212,336,19.41,0.15
mollusca,cephalopoda,Sepiola ligulata,86,344,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,4,17.75,70,0.379413052,0.272514634,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,44,380,212,336,19.41,0.15
mollusca,cephalopoda,Sepiola ligulata,20,360,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-48.25,86,-1.079201971,0.317977009,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,44,380,212,336,19.41,0.15
mollusca,cephalopoda,Sepiola robusta,47,81,spain,1,39,25,800,spr/sum,1,1,1600,3,-5.666666667,-86,0.009024027,-0.49219666,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,26,498,262,472,18.6,3.4
mollusca,cephalopoda,Sepiola robusta,86,86,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,3,33.33333333,-81,0.613223722,-0.432298518,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,26,498,262,472,18.6,3.4
mollusca,cephalopoda,Sepiola robusta,25,334,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-27.66666667,167,-0.622247749,0.924495178,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,26,498,262,472,18.6,3.4
mollusca,cephalopoda,Sepiola rondeletii,75,104,S aegean,25.5,37,16,770,spr/sum,11,9,708,3,-11,-155,0.212886332,-0.51681537,19.13529987,24.5348999,15.06430006,9.470600128,39.09529991,0.1573,15.38999863,5,450,227.5,445,19.11,3.36
mollusca,cephalopoda,Sepiola rondeletii,165,586,adriatic/ionian,18.9,42,10,800,spr/sum,15,7,121,3,79,327,1.001343692,1.21211352,19.07050006,25.95808347,12.95050009,13.00758322,38.51816718,0.342583336,13.80644827,5,450,227.5,445,19.11,3.36
mollusca,cephalopoda,Sepiola rondeletii,18,87,Ionian,17.5,38.5,10,4000,all,9,6,1841,3,-68,-172,-1.214230024,-0.69529815,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,5,450,227.5,445,19.11,3.36
chordata,fish,Seriola dumerili,43,80,spain,1,39,25,800,spr/sum,1,1,1600,4,20.75,-41.25,0.829513693,-0.147408479,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,1,360,180.5,359,25.85,12.52
chordata,fish,Seriola dumerili,10,62,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,4,-12.25,-59.25,-0.629101329,-0.402300729,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,1,360,180.5,359,25.85,12.52
chordata,fish,Seriola dumerili,24,51,levant,34.5,31.9,16,570,spr/sum,12,11,298,4,1.75,-70.25,0.246367408,-0.597609481,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,1,360,180.5,359,25.85,12.52
chordata,fish,Seriola dumerili,12,292,Ionian,17.5,38.5,10,4000,all,9,6,1841,4,-10.25,170.75,-0.446779772,1.147318689,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,1,360,180.5,359,25.85,12.52
chordata,fish,Serranus cabrilla,73,144,malta,14.8,35.9,0,687,spr/sum,3,5,86,7,32.14285714,-27.48285714,0.744849267,-0.074600606,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,5,500,252.5,495,17.65,7.76
chordata,fish,Serranus cabrilla,27,250.38,spain,1,39,25,800,spr/sum,1,1,1600,7,-13.85714286,78.89714286,-0.249773308,0.478565858,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,5,500,252.5,495,17.65,7.76
chordata,fish,Serranus cabrilla,25,120,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,7,-15.85714286,-51.48285714,-0.326734349,-0.256922163,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,5,500,252.5,495,17.65,7.76
chordata,fish,Serranus cabrilla,44,163,balearic islands,3.4,40,44,745,spring,10,2,88,7,3.142857143,-8.482857143,0.23857946,0.049336295,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,5,500,252.5,495,17.65,7.76
chordata,fish,Serranus cabrilla,70,100,N aegean,26,40.5,63,401,all,8,10,24,7,29.14285714,-71.48285714,0.702885068,-0.43924372,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,5,500,252.5,495,17.65,7.76
chordata,fish,Serranus cabrilla,36,93,levant,34.5,31.9,16,570,spr/sum,12,11,298,7,-4.857142857,-78.48285714,0.037908764,-0.511814413,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,5,500,252.5,495,17.65,7.76
chordata,fish,Serranus cabrilla,11,330,Ionian,17.5,38.5,10,4000,all,9,6,1841,7,-29.85714286,158.5171429,-1.147714901,0.754678749,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,5,500,252.5,495,17.65,7.76
chordata,fish,Serranus hepatus,73,171,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,34,-124.6666667,0.80049754,-0.412959091,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,5,100,52.5,95,19.21,7.43
chordata,fish,Serranus hepatus,25,382,spain,1,39,25,800,spr/sum,1,1,1600,6,-14,86.33333333,-0.271086076,0.390797961,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,5,100,52.5,95,19.21,7.43
chordata,fish,Serranus hepatus,25,296,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,6,-14,0.333333333,-0.271086076,0.135736807,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,5,100,52.5,95,19.21,7.43
chordata,fish,Serranus hepatus,63,330,N aegean,26,40.5,63,401,all,8,10,24,6,24,34.33333333,0.653172825,0.244470007,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,5,100,52.5,95,19.21,7.43
chordata,fish,Serranus hepatus,36,93,levant,34.5,31.9,16,570,spr/sum,12,11,298,6,-3,-202.6666667,0.093557038,-1.022023155,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,5,100,52.5,95,19.21,7.43
chordata,fish,Serranus hepatus,12,502,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-27,206.3333333,-1.005055251,0.663977472,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,5,100,52.5,95,19.21,7.43
chordata,fish,Solea solea,38,197,spain,1,39,25,800,spr/sum,1,1,1600,5,-6.6,35,0.032111656,0.486110413,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,0,150,75,150,12,13.44
chordata,fish,Solea solea,81,81,S tyrrhenian,13.9,38.7,10,693,spr/sum,5,4,249,5,36.4,-81,0.788974651,-0.402644161,20.22981817,27.48236361,14.1264547,13.355909,37.88718172,0.167818181,14.2853549,0,150,75,150,12,13.44
chordata,fish,Solea solea,63,80,N aegean,26,40.5,63,401,all,8,10,24,5,18.4,-82,0.537660222,-0.415066681,17.91116667,25.72733323,11.55133335,14.17600012,34.77541637,0.751416658,14.83532982,0,150,75,150,12,13.44
chordata,fish,Solea solea,29,51,levant,34.5,31.9,16,570,spr/sum,12,11,298,5,-15.6,-111,-0.238178674,-0.865267683,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,0,150,75,150,12,13.44
chordata,fish,Solea solea,12,401,Ionian,17.5,38.5,10,4000,all,9,6,1841,5,-32.6,239,-1.120567854,1.196868112,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,0,150,75,150,12,13.44
crustacea,malacostraca,Solenocera membranacea,449,455,malta,14.8,35.9,0,687,spr/sum,3,5,86,6,255.7916667,-131,1.356037499,-0.228145317,20.51350021,26.77370014,15.07630005,11.6973999,37.83890038,0.145300001,14.25522861,3,871,437,868,17.66,16.37
crustacea,malacostraca,Solenocera membranacea,44.25,786,spain,1,39,25,800,spr/sum,1,1,1600,6,-148.9583333,200,-0.961130017,0.318514056,19.46058337,26.56716665,13.94791659,12.61925006,37.4078331,0.227666667,13.30656366,3,871,437,868,17.66,16.37
crustacea,malacostraca,Solenocera membranacea,353,538,balearic islands,3.4,40,44,745,spring,10,2,88,6,159.7916667,-48,1.115482668,-0.060584176,19.36524995,26.4657499,13.69933343,12.76641671,37.54966609,0.210833332,13.32353926,3,871,437,868,17.66,16.37
crustacea,malacostraca,Solenocera membranacea,200,440,levant,34.5,31.9,200,570,aut,12,11,298,6,6.791666667,-146,0.547331978,-0.261668009,22.95920048,28.76300011,17.56889992,11.1941,39.08030052,0.287199996,14.9888751,3,871,437,868,17.66,16.37
crustacea,malacostraca,Solenocera membranacea,95,556,corsica,12,41.5,10,760,spr/sum,14,3,46,6,-98.20833333,-30,-0.197108497,-0.027674442,19.28058322,25.85475032,13.85058339,12.00416668,37.42674987,0.212500001,14.10588751,3,871,437,868,17.66,16.37
crustacea,malacostraca,Solenocera membranacea,18,741,Ionian,17.5,38.5,10,4000,all,9,6,1841,6,-175.2083333,155,-1.860613631,0.259557889,19.88266691,26.66058302,14.11508346,12.54550012,38.21675014,0.175250001,14.32066774,3,871,437,868,17.66,16.37
